class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.141866426,0.132503063,0.173626762,0.164350525,0.274613754,0.146759357,0.19186657,0.146945895,0.156276098,0.147398024,0.14832966,0.159843474,0.16489284,0.148329842,0.063134442,0.242536044,0.307749609,0.276333936,-0.232594813,0.415491787,0.255894818,0.284280337
1,0.140611766,0.130311762,0.16977214,0.167418744,0.261609124,0.154671039,0.186103805,0.154848131,0.191183065,0.177482437,0.186486393,0.186200814,0.183818358,0.186486621,0.058855092,0.234289003,0.279864952,0.268798002,-0.209359424,0.368041955,0.267590434,0.299219444
1,0.279625721,0.239976612,0.344734836,0.121250039,0.116395336,0.08669392,0.113112696,0.086935233,0.116742951,0.106556024,0.114668715,0.108591566,0.126333947,0.114668856,0.040001703,0.375354709,0.294928957,0.292833427,-0.36884717,0.206480154,0.275908717,0.200484436
1,0.263456788,0.249267789,0.186355527,0.149603613,0.161841556,0.11237088,0.142543187,0.11259325,0.141137135,0.135813804,0.117960253,0.130844678,0.184597791,0.117960397,0.066437959,0.336921487,0.255324665,0.279414074,-0.295590578,0.319376287,0.315665853,0.268191721
1,0.302285176,0.237403277,0.192863335,0.117824611,0.112722341,0.086092718,0.106679411,0.086326329,0.164155541,0.145576572,0.180118015,0.142566545,0.133723481,0.180061808,0.04060636,0.352464485,0.294422081,0.286741035,-0.333089816,0.266491428,0.278242276,0.238436092
1,0.266548797,0.299687714,0.200491437,0.140193335,0.160292636,0.105899282,0.137785239,0.105894916,0.127953052,0.110056897,0.123892535,0.123474319,0.138267912,0.123892687,0.053033592,0.337531465,0.332688912,0.273586117,-0.276205066,0.260739282,0.273694665,0.31173649
1,0.236275239,0.420686246,0.174397079,0.180638811,0.186794237,0.124390435,0.173221052,0.124188805,0.152307286,0.146574733,0.135913558,0.145833093,0.18442588,0.135960479,0.102702174,0.261699575,0.291518018,0.234190855,-0.245920248,0.259956025,0.245603129,0.253381119
1,0.220537498,0.223005152,0.127032334,0.19011401,0.148950164,0.133505876,0.183065412,0.133657063,0.197393637,0.211843254,0.161168624,0.18344377,0.243211857,0.16113154,0.128591379,0.190393622,0.258563004,0.175367768,-0.105656422,0.375499405,0.2600993,0.398962679
1,0.169936974,0.14350863,0.097981535,0.16695248,0.15821596,0.145406131,0.173651433,0.145400136,0.27815228,0.28037157,0.234848913,0.294146101,0.347488045,0.234849201,0.118294386,0.137207071,0.231631414,0.177094607,-0.120966418,0.262916602,0.228486372,0.297031996
1,0.199615264,0.177680643,0.234394203,0.198622025,0.181855947,0.170805358,0.184350677,0.170798316,0.231512071,0.206914606,0.188006946,0.224703365,0.298500046,0.188043591,0.144790256,0.156548914,0.259932547,0.194109339,-0.160355434,0.287258973,0.241310592,0.291373962
1,0.201072554,0.159222576,0.110554558,0.222465821,0.186228151,0.201242704,0.212913,0.201391131,0.226099528,0.199711729,0.186486093,0.230978059,0.287591348,0.186449032,0.170567099,0.163892218,0.270513788,0.203993262,-0.147660665,0.227050748,0.236994255,0.338470524
1,0.216327651,0.178626537,0.141235934,0.136739556,0.120189215,0.11733654,0.135884476,0.117331702,0.264076113,0.242326199,0.243190206,0.270136343,0.345201329,0.243150394,0.087635066,0.195963595,0.277264665,0.217823707,-0.201161959,0.221025979,0.237970924,0.258828777
1,0.229260219,0.193899351,0.138806502,0.122277276,0.116717522,0.108053424,0.122074821,0.108212679,0.269713845,0.239778675,0.260354755,0.257169748,0.314560672,0.260394026,0.058914411,0.219346995,0.264993637,0.205746215,-0.163112517,0.237008861,0.263557832,0.276442699
1,0.248731234,0.202614485,0.158490568,0.137948923,0.122271132,0.113709303,0.133578549,0.113704615,0.272222053,0.242526088,0.267723802,0.26198172,0.292741296,0.267764936,0.088719128,0.208859108,0.24092303,0.217774272,-0.207085376,0.198980726,0.241143816,0.25701842
1,0.271184177,0.244628134,0.163600078,0.249149139,0.236111319,0.226532985,0.233951453,0.226523645,0.124822404,0.126603307,0.104673968,0.116500154,0.134610282,0.104674096,0.099328831,0.282384945,0.206751668,0.269064344,-0.254045113,0.242178334,0.295262401,0.253635368
1,0.147019797,0.213239851,0.141188836,0.180635083,0.240791393,0.160095026,0.191176856,0.160088426,0.240871093,0.249959177,0.208772417,0.234464671,0.288862483,0.208812853,0.137067111,0.222211122,0.230817284,0.230371972,-0.21645982,0.220689174,0.26530095,0.219098605
1,0.304053743,0.272199996,0.172588348,0.163902129,0.151979766,0.159884209,0.150589507,0.159877617,0.158689204,0.154039415,0.135270096,0.154116943,0.1805843,0.135219542,0.065625919,0.329344847,0.233332085,0.284094842,-0.303245186,0.266145592,0.304699824,0.185719933
1,0.267823946,0.279792703,0.191697997,0.183313727,0.155928637,0.164038461,0.181573164,0.163812988,0.158920147,0.168238048,0.137848122,0.154739793,0.180723668,0.137900329,0.081658137,0.327611731,0.205169254,0.293795589,-0.315557078,0.236645953,0.279360566,0.210706168
1,0.286220363,0.307926108,0.189654875,0.115731524,0.105005317,0.105385162,0.117383837,0.105159893,0.143715566,0.138185213,0.121267146,0.138271657,0.166058289,0.121267295,0.042050071,0.342141468,0.27177438,0.276189956,-0.361914864,0.341054954,0.273353614,0.141695073
1,0.297089646,0.266438827,0.182427658,0.185899937,0.156238513,0.184088187,0.167379282,0.184299741,0.148614704,0.143031115,0.12404394,0.143256121,0.178405252,0.124096234,0.072085758,0.335567974,0.245120872,0.293222836,-0.33453703,0.253758944,0.23682567,0.175172572
-1,0.35692787,0.275435826,0.447281546,0.106063911,0.051613238,0.108160888,0.110150058,0.108156429,0.090294813,0.081844075,0.087278049,0.091335872,0.078821575,0.087278156,0.020699391,0.34677123,0.239771227,0.297651811,-0.367144225,0.212763273,0.209041428,0.109841194
-1,0.351896126,0.272016111,0.436294531,0.086258961,0.050335977,0.08514994,0.088241305,0.085146429,0.081403653,0.073235712,0.076198173,0.083966855,0.073037029,0.076248662,0.009944701,0.390797051,0.239492133,0.290555275,-0.374347295,0.202552265,0.24586548,0.085755719
-1,0.353188129,0.281625243,0.442080701,0.076482236,0.050735978,0.072376158,0.087008992,0.072373174,0.102098353,0.092064757,0.097528497,0.108928454,0.091876868,0.09747782,0.007142656,0.391801924,0.260099501,0.291541286,-0.347133916,0.206355222,0.17819877,0.121540267
-1,0.362480168,0.278744849,0.454161542,0.065366757,0.045964047,0.059959741,0.069418283,0.059742368,0.077628909,0.070965796,0.071942267,0.080541504,0.069922069,0.071942355,0.004350158,0.41885473,0.207082019,0.294829996,-0.380464828,0.211701392,0.18321128,0.071308874
-1,0.365398022,0.279616025,0.453623746,0.064866395,0.046124703,0.060816297,0.069009881,0.061029442,0.078226867,0.07121384,0.072039792,0.081356502,0.070849587,0.07198857,0.003940952,0.424986941,0.191754136,0.295767214,-0.395152466,0.19456814,0.16941094,0.056770042
-1,0.351720622,0.270214207,0.439357051,0.070046855,0.049752484,0.065948529,0.072682013,0.065736459,0.094649527,0.087026787,0.087568499,0.098401047,0.090664305,0.087568607,0.00794594,0.396154582,0.188442622,0.287451115,-0.374587976,0.19658183,0.282760013,0.071285356
1,0.302696822,0.24131906,0.367656319,0.141727916,0.096991771,0.142646744,0.148469168,0.142844927,0.1642735,0.149837701,0.168091684,0.169998015,0.148860531,0.168140443,0.033620121,0.282517113,0.192164783,0.293808237,-0.288698296,0.245497754,0.278999339,0.200008208
1,0.310903425,0.240770069,0.371184571,0.131960207,0.100586092,0.130155597,0.139276797,0.130361857,0.14832478,0.138124787,0.141692317,0.151822902,0.142789152,0.141692491,0.020229429,0.314882385,0.188931284,0.306570913,-0.292423262,0.229296656,0.296282039,0.21666494
1,0.322963635,0.26513008,0.404371486,0.103144261,0.102152275,0.098653052,0.107706143,0.098648984,0.117512643,0.109381467,0.111375634,0.117633949,0.115737644,0.111324634,0.013958116,0.342688425,0.226966935,0.304424405,-0.319010533,0.251749257,0.269207162,0.180292172
1,0.325177714,0.257601964,0.385365252,0.110915006,0.098724408,0.104689921,0.114124863,0.104685604,0.130793495,0.1218501,0.122909258,0.128844782,0.128396999,0.122958829,0.015475232,0.325887618,0.215499587,0.291181322,-0.287022119,0.305873976,0.273145071,0.197275783
1,0.332592499,0.259657029,0.407973127,0.107884342,0.101827121,0.106051902,0.113184213,0.106261767,0.121275763,0.112362564,0.118361362,0.124679328,0.119538053,0.118310533,0.013913687,0.342670799,0.182884942,0.303223329,-0.327621674,0.237709847,0.280727808,0.165314647
1,0.347091341,0.272434494,0.404912752,0.098591378,0.053741594,0.090910991,0.100355741,0.09113338,0.125272062,0.11596819,0.119770531,0.126010489,0.126280222,0.119770678,0.016339563,0.356728616,0.18119581,0.317382249,-0.366458738,0.079121485,0.294755745,0.154683568
-1,0.395872648,0.303378359,0.48330613,0.100770299,0.04755625,0.101460115,0.109949517,0.101455932,0.132751994,0.127498727,0.147837112,0.126729848,0.102599948,0.147789681,0.041632844,0.271315202,0.159618641,0.241999083,-0.336547496,0.108920171,0.266939618,0.112399699
-1,0.393718955,0.298313698,0.487575309,0.092869103,0.046478944,0.092120641,0.102144901,0.091921265,0.130337165,0.117012261,0.140439655,0.125552384,0.110719264,0.140393293,0.037115626,0.269939168,0.234059869,0.229320318,-0.305662069,0.170787589,0.243605889,0.135708899
-1,0.407958542,0.309078589,0.500882711,0.071312924,0.042981619,0.065715499,0.083114189,0.065712789,0.107974702,0.098370575,0.111454294,0.111606107,0.093939926,0.111406617,0.025650326,0.304003765,0.230300918,0.236005995,-0.326289104,0.101574828,0.258516053,0.108644219
-1,0.406234167,0.313584407,0.490239941,0.076267648,0.042903395,0.070410278,0.084174063,0.070206784,0.113474715,0.10442593,0.121274107,0.109045911,0.092044265,0.121321983,0.026844348,0.299431283,0.226204585,0.236927374,-0.322831937,0.112983495,0.261929898,0.121767853
-1,0.400682778,0.314415215,0.486567934,0.077718144,0.046509951,0.074567683,0.087442372,0.074368901,0.119160214,0.107206074,0.126563827,0.1182529,0.101759634,0.126610547,0.02619085,0.287123515,0.239224234,0.228527575,-0.32218813,0.137832587,0.258396781,0.112591875
-1,0.426189424,0.324481849,0.39679872,0.063286852,0.033676823,0.055875569,0.069059887,0.055873265,0.088304922,0.081007402,0.088723154,0.091396023,0.078784569,0.088675097,0.024587456,0.323594671,0.32308145,0.237717128,-0.34088179,0.224371182,0.226667871,0.103377125
-1,0.226407794,0.175171135,0.275834595,0.196751103,0.211221049,0.112658758,0.136171926,0.112654113,0.135709711,0.123443334,0.13560598,0.106637581,0.144089729,0.135659014,0.052412627,0.306906249,0.336737305,0.301360011,-0.329163132,0.326595964,0.255083372,0.175807912
-1,0.232766414,0.180955157,0.279140924,0.164175812,0.161837059,0.084446072,0.106219134,0.084669587,0.144485342,0.13581003,0.150686794,0.112590682,0.143811755,0.150632969,0.029484615,0.338022124,0.31972892,0.316434831,-0.338501731,0.331864609,0.257397095,0.172903176
-1,0.226704067,0.180866926,0.275238947,0.159104404,0.155746216,0.092409455,0.110135431,0.092187192,0.180654272,0.167192532,0.193510062,0.138346305,0.166573451,0.193562277,0.029419042,0.32743689,0.315947193,0.313353565,-0.334223795,0.30675599,0.221880276,0.133715011
-1,0.225861369,0.17638505,0.259239461,0.162288752,0.203780073,0.084250806,0.109371147,0.084247333,0.165020711,0.154073466,0.174897449,0.127142776,0.156572283,0.174897664,0.028567802,0.319974258,0.284465164,0.301325388,-0.32988414,0.345325447,0.287737931,0.134297085
-1,0.233614278,0.185203989,0.286509602,0.161248462,0.15603487,0.08995432,0.109678836,0.089950611,0.190353452,0.178555858,0.206678726,0.145099713,0.166089853,0.206678979,0.029596629,0.322262035,0.263102611,0.309998072,-0.356087808,0.266189806,0.238248743,0.154332593
-1,0.222472265,0.176845219,0.262339948,0.170795177,0.196078886,0.102107074,0.113955756,0.102102864,0.195102407,0.182709062,0.205537836,0.155505554,0.181738283,0.205538089,0.028068097,0.312789806,0.226727335,0.299605306,-0.324424114,0.307136508,0.253167902,0.179814223
1,0.163801302,0.1490074,0.199147464,0.232149761,0.300312176,0.189017222,0.26486557,0.188828904,0.185858943,0.178841985,0.19109599,0.179639693,0.168859309,0.191139178,0.052581312,0.226373371,0.253008365,0.273331661,-0.193097515,0.204748965,0.197974196,0.33791747
1,0.151004372,0.127665716,0.184592035,0.243435791,0.313367752,0.196810577,0.268205339,0.196637637,0.200278065,0.19658804,0.210479682,0.203060293,0.183041052,0.210519158,0.054681836,0.204122344,0.240736676,0.247371997,-0.164322162,0.201648654,0.183278843,0.335940277
1,0.150916271,0.131678568,0.181678393,0.217139711,0.272654425,0.173084518,0.254326707,0.173077381,0.230554011,0.212674479,0.237724388,0.233341072,0.20782236,0.237763676,0.044651397,0.209376046,0.232180734,0.248865299,-0.167353519,0.215500032,0.17395549,0.324563851
1,0.180791908,0.1472182,0.218858204,0.234919009,0.263598471,0.165830295,0.261745255,0.166008322,0.160507395,0.158722433,0.156894968,0.166808542,0.162963453,0.156939145,0.035394478,0.251537447,0.25644171,0.279466365,-0.195982514,0.295827134,0.20627321,0.343597703
1,0.173061913,0.143556065,0.205926494,0.236436381,0.295377521,0.177920879,0.264265615,0.178091102,0.177829756,0.182801467,0.176676057,0.178444894,0.171709196,0.176718521,0.039237264,0.239330449,0.250726632,0.267002191,-0.182865359,0.257300794,0.179051802,0.342331643
1,0.154608172,0.268476704,0.181211246,0.236512969,0.30691433,0.180649623,0.253422319,0.180803606,0.197131602,0.219507632,0.20798878,0.197081421,0.184019979,0.207950626,0.051876441,0.208515383,0.231300101,0.243934853,-0.171173989,0.197481697,0.163206438,0.301887041
-1,0.389606878,0.325203687,0.262013577,0.106451892,0.053087906,0.098517635,0.102506999,0.09873696,0.157413263,0.14753631,0.15546611,0.173799128,0.139705424,0.155466301,0.05470292,0.34041364,0.199636663,0.280348954,-0.361816446,0.082574116,0.303408832,0.134034862
-1,0.405948667,0.319265424,0.230580914,0.097226129,0.051792919,0.100691348,0.099348582,0.100469259,0.15728693,0.139703965,0.157585173,0.174681433,0.13215537,0.157585367,0.018443088,0.339699735,0.255279499,0.276487672,-0.365689936,0.103861787,0.279259653,0.126951176
-1,0.385197311,0.294747796,0.458013982,0.093427245,0.049395027,0.094782435,0.090356636,0.094986374,0.129306436,0.117086177,0.128628689,0.142427661,0.11286885,0.128678301,0.019868217,0.320477122,0.198292235,0.266812689,-0.333100604,0.109959495,0.261412165,0.126809441
-1,0.38781546,0.292275999,0.487365558,0.101653689,0.048297289,0.106699368,0.095097431,0.106898197,0.126509726,0.114484094,0.127946043,0.135114691,0.108429183,0.127994554,0.020055183,0.314663826,0.136337875,0.25671178,-0.338756016,0.02095662,0.280228319,0.112351775
-1,0.399262125,0.322675257,0.494960082,0.07230024,0.044639539,0.071381077,0.071198358,0.071378134,0.115142618,0.104597501,0.114561597,0.123526601,0.095957856,0.114611396,0.017603346,0.328760991,0.15108092,0.259906208,-0.35992398,0.065459737,0.230740048,0.090767539
-1,0.433435708,0.333310865,0.275554117,0.091295218,0.05394639,0.092619481,0.095941115,0.092615662,0.149988228,0.135811801,0.152633131,0.16285149,0.126761444,0.152687329,0.026804545,0.332286946,0.181284451,0.286114957,-0.381961975,0.007858132,0.265441261,0.122825755
1,0.206075932,0.17245287,0.126550029,0.243101609,0.251077817,0.227157247,0.233896707,0.226971798,0.213223421,0.214119308,0.230008405,0.19710926,0.19347079,0.230008687,0.108070608,0.205389583,0.211852716,0.234666506,-0.219127432,0.220398334,0.229362294,0.235370965
1,0.194693203,0.174077789,0.120644465,0.265860169,0.283557366,0.25926978,0.238252914,0.259088638,0.200790082,0.203961412,0.199293123,0.185430039,0.200782885,0.199293368,0.127425983,0.203080914,0.222011824,0.229733592,-0.208793259,0.193421682,0.215591504,0.227936252
1,0.162996527,0.135406407,0.096099366,0.253359376,0.258899353,0.264329909,0.191987166,0.264319011,0.277616569,0.25288512,0.306381621,0.203979478,0.209028956,0.306349596,0.186911283,0.165158789,0.18274556,0.184134951,-0.183886267,0.114068369,0.159230597,0.149368778
1,0.182302147,0.147335053,0.106602441,0.190083357,0.175408422,0.206822778,0.157760414,0.206666631,0.303402833,0.28503043,0.35372626,0.227692249,0.242825607,0.353691571,0.100893262,0.191184525,0.188130885,0.198479638,-0.212629068,0.098519066,0.174123785,0.12385912
1,0.20526943,0.171688452,0.121088482,0.242178814,0.245910851,0.242661195,0.218149792,0.24265119,0.22757711,0.244553401,0.229952871,0.203292191,0.230149929,0.229994187,0.126017101,0.208403058,0.220662988,0.232859331,-0.226974508,0.151137212,0.216832381,0.184323115
1,0.162891849,0.155066772,0.101000408,0.235050421,0.238303905,0.229496161,0.206716601,0.229343448,0.270014673,0.268803334,0.281088697,0.218472888,0.242186325,0.281089042,0.135362509,0.158634445,0.203497896,0.194172937,-0.17162935,0.177722455,0.208914794,0.205727863
1,0.21635089,0.185027854,0.257651502,0.147865243,0.154036503,0.1166745,0.143495874,0.116669689,0.139566368,0.127585225,0.150209318,0.123599151,0.131502591,0.150158096,0.026848587,0.331663096,0.28017649,0.304731792,-0.287876467,0.392281509,0.262950264,0.240305405
1,0.151359519,0.584546139,0.185963304,0.145944493,0.19254038,0.130282974,0.160939281,0.130439639,0.15019746,0.142270436,0.1588027,0.137792595,0.143426798,0.158841448,0.028381584,0.233627878,0.215707799,0.236502495,-0.200890368,0.274149459,0.172494876,0.215928979
1,0.190263851,0.161703006,0.236982937,0.171907166,0.195757468,0.16063225,0.175937786,0.160625627,0.190415966,0.172809057,0.210492627,0.168750701,0.170630366,0.210443888,0.027732602,0.312387595,0.23531981,0.310608766,-0.251719177,0.229362915,0.252991138,0.2976091
1,0.185919474,0.15135642,0.226765349,0.175599216,0.239295313,0.167357433,0.175701864,0.167350532,0.168902965,0.161170595,0.184571539,0.151823589,0.15629243,0.18452385,0.026724092,0.30259761,0.244070304,0.300516732,-0.253771345,0.350097641,0.206977539,0.272128287
1,0.16183602,0.1568462,0.197237221,0.145266895,0.163436088,0.139268462,0.15000307,0.13926272,0.260338696,0.233781646,0.296128913,0.237224149,0.21037992,0.296088369,0.043745493,0.239606806,0.220070725,0.251082581,-0.228455338,0.323645789,0.190542964,0.197057864
1,0.195763847,0.163192955,0.243202658,0.165755552,0.201826141,0.143955052,0.179469145,0.143736803,0.176783614,0.16249427,0.194588859,0.157437421,0.15718473,0.194589098,0.025070528,0.326908439,0.238425286,0.320407498,-0.263316338,0.293536691,0.20834491,0.292067746
1,0.145119952,0.114231471,0.176591688,0.187444927,0.260143321,0.181171747,0.182857952,0.181346718,0.221198466,0.186411019,0.234797074,0.212801398,0.202685442,0.234753953,0.054473178,0.237991782,0.307664982,0.26293846,-0.214690972,0.251150453,0.203182981,0.280380311
1,0.127254824,0.107395654,0.13891408,0.26562162,0.359879728,0.282584812,0.263326281,0.282421728,0.178957748,0.212382626,0.191646831,0.166986009,0.14658104,0.191683097,0.094516389,0.173384824,0.235350207,0.221188712,-0.17118712,0.222003455,0.200466071,0.248776078
1,0.131453619,0.109251988,0.148641059,0.192355491,0.272856607,0.191419899,0.205493869,0.191576028,0.249915827,0.231948848,0.265296709,0.248628612,0.213469064,0.265336061,0.0840659,0.186379378,0.233649802,0.233616806,-0.167593308,0.140362877,0.239539667,0.31795732
1,0.141845911,0.117471906,0.167030602,0.211055366,0.295970649,0.22845224,0.199268592,0.228264906,0.212611598,0.204595801,0.22757478,0.202570291,0.176321125,0.227617391,0.091287274,0.208576078,0.267993534,0.256130419,-0.210052896,0.206599123,0.219237455,0.274073905
1,0.166516458,0.133381971,0.202815685,0.202536602,0.282015814,0.208271755,0.207785766,0.208263168,0.181757082,0.165970294,0.193550898,0.173815158,0.156717678,0.193598193,0.068784198,0.242209145,0.286812322,0.288074805,-0.228513856,0.16036084,0.265084003,0.309391263
1,0.184727874,0.140597105,0.21109641,0.163668357,0.213123963,0.166138503,0.174624967,0.166355853,0.188717037,0.175945459,0.204361326,0.186217145,0.15746123,0.204361577,0.055595244,0.297397729,0.338039903,0.320138366,-0.310773881,0.09673922,0.254124335,0.234913225
1,0.212493297,0.181543519,0.116406663,0.181871312,0.136960365,0.1806809,0.182683172,0.18067345,0.261591049,0.243488566,0.275513669,0.269277913,0.228850392,0.275514007,0.221574106,0.119366764,0.209644416,0.194323613,-0.175303251,0.272730611,0.246465744,0.206182341
1,0.252273087,0.205053929,0.278721331,0.114681732,0.079449199,0.110327367,0.123129946,0.110155662,0.243806431,0.214952213,0.251396706,0.257722991,0.217625117,0.251397015,0.130741485,0.16124384,0.255060589,0.224881701,-0.217572213,0.291357167,0.285847712,0.198013483
1,0.256632565,0.21428405,0.261169794,0.093665263,0.082071966,0.084441024,0.10113021,0.084264869,0.245774329,0.219364827,0.255505154,0.257901182,0.217542292,0.255505467,0.152971317,0.163971918,0.270316248,0.227342362,-0.252919709,0.319887428,0.252969404,0.147592014
1,0.18745687,0.177734461,0.171762643,0.112052686,0.090914154,0.109797687,0.120110003,0.109920678,0.314381726,0.287337719,0.334141296,0.327997493,0.270236516,0.334111365,0.172947508,0.105867911,0.201013256,0.17464135,-0.161789401,0.210761145,0.220759985,0.166543355
1,0.185172901,0.16542712,0.102253539,0.096668266,0.091037115,0.0907918,0.097914111,0.090660366,0.325250529,0.322451936,0.345257184,0.33594337,0.277478294,0.345227226,0.151282442,0.112232263,0.200115558,0.175609319,-0.169886771,0.211218108,0.211934871,0.146454606
1,0.208199707,0.192398184,0.215832349,0.166446536,0.132062597,0.162966241,0.175730928,0.162820596,0.226881275,0.238559388,0.227780405,0.23782488,0.217208854,0.227813739,0.282120225,0.098305237,0.214663997,0.191468267,-0.139966551,0.287857842,0.281501335,0.272683016
1,0.162512299,0.147707961,0.09787676,0.146664559,0.111191754,0.135807766,0.159965059,0.135802166,0.294089842,0.288108619,0.30474808,0.309763764,0.27069669,0.304720623,0.286929229,0.081918332,0.199841769,0.158536215,-0.121333297,0.251208054,0.214186787,0.208755623
1,0.148965099,0.117698358,0.185593469,0.083235124,0.083811802,0.079001073,0.080560865,0.078997816,0.35427604,0.352578337,0.370971001,0.360754737,0.302695399,0.370943485,0.054798064,0.137850472,0.154007411,0.155244142,-0.173393208,0.134367387,0.152146407,0.093189107
1,0.21733728,0.177767222,0.26821655,0.136336092,0.125317212,0.13183494,0.135845036,0.131829505,0.278870675,0.261542726,0.298984749,0.274052441,0.242684092,0.299026938,0.094586285,0.196850956,0.208861187,0.238669985,-0.240682957,0.0851911,0.227440197,0.193744941
1,0.184718343,0.144118655,0.119598068,0.093993077,0.103811406,0.083436914,0.099345133,0.083579082,0.326671712,0.360344297,0.347244854,0.341658717,0.289793524,0.347279925,0.049575229,0.182076547,0.170357812,0.187829037,-0.206095143,0.139407388,0.167174608,0.138395463
1,0.252787323,0.203655176,0.140883974,0.11619745,0.091292454,0.112943699,0.113651533,0.112746969,0.270258864,0.229085533,0.282702124,0.275709282,0.240244004,0.282656771,0.045900834,0.254496531,0.252304576,0.252873158,-0.276231134,0.199298721,0.227277991,0.182562268
1,0.255822567,0.194995455,0.312578579,0.12149374,0.092608073,0.117494072,0.11587758,0.117294387,0.241396795,0.214219838,0.252146055,0.230036175,0.226689058,0.252146364,0.055765217,0.252052458,0.227872062,0.254171756,-0.280016971,0.194077796,0.252115082,0.189919397
1,0.256810802,0.200393727,0.300545084,0.111853251,0.091990678,0.103355805,0.107509288,0.103545086,0.247775492,0.230837626,0.249498013,0.242267797,0.246022707,0.249452269,0.046360721,0.261567445,0.18538433,0.248101844,-0.2857356,0.2078401,0.264203036,0.173545297
1,0.135381013,0.114562875,0.161766604,0.280837908,0.308558189,0.289418933,0.244196515,0.289277163,0.191046562,0.172511314,0.197865683,0.174569342,0.181436224,0.197896818,0.297539572,0.118756743,0.213733087,0.171492196,-0.120076047,0.190069009,0.191470989,0.261395873
1,0.125811063,0.103334027,0.123731439,0.279281104,0.313528004,0.29721091,0.237158825,0.297198656,0.212942936,0.196630328,0.217617953,0.195079107,0.212103501,0.217589684,0.34808583,0.110379006,0.179066879,0.153182088,-0.142348246,0.133770772,0.161628595,0.184574039
1,0.090650846,0.074662617,0.0919282,0.281104998,0.306299149,0.298771395,0.256805348,0.298673152,0.21909224,0.219985647,0.221471344,0.210595924,0.224862665,0.221471616,0.404492534,0.063716629,0.143461028,0.107211712,-0.074331224,0.115139606,0.124948933,0.192215581
1,0.056796407,0.046874819,0.067631587,0.303757543,0.334947865,0.348682133,0.249076558,0.348721965,0.188387149,0.187644557,0.207320429,0.160620656,0.151993461,0.207320683,0.479802984,0.028663752,0.095149775,0.065823595,-0.04614856,0.077909846,0.08949264,0.118855641
1,0.108036195,0.093012798,0.081798627,0.264342296,0.287625524,0.273839318,0.276773432,0.273928885,0.235630061,0.228830245,0.23202886,0.22904468,0.236146891,0.232029144,0.335818541,0.090578186,0.168726672,0.119947755,-0.097513867,0.172603102,0.146867193,0.212743982
